project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country
5519 JACKIE ROBINSON ST BLDG 2,Unit 02 - New three-story detached single family residence. (3) bedroom (2.5) bathrooms attached 1 car garage. Floor plan type: The Roosevelt D-L-Elevation Option 2. Building Height 32ft-9 3/4in. Maximum Height 40ft. Site Plan #: SP-2020-0393CSH. Expiration Date: 04-13-2025,2025-04-02,1,3,5519 JACKIE ROBINSON ST BLDG 2,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13383698,5519 JACKIE ROBINSON STREET BLDG 2,NA,Austin,Texas,United States
4706 CLARKSON AVE UNIT B,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 2bath] with Attached Carport. 4706 Clarkson Unit B,2025-04-09,1,2,4706 CLARKSON AVE UNIT B,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498008,4706 CLARKSON AVE UNIT B,NA,Austin,Texas,United States
11104 CROSSBEAM DR Unit 1A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME - BLDG #1 DUPLEX. UNIT #1A: TYPE 2 (B0) 2 BED 2 BATH. UNIT #1B: TYPE 2 (A1) 1 BED 1 BATH.,2025-04-09,2,1,11104 CROSSBEAM DR UNIT 1A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498676,11104 CROSSBEAM DRIVE UNIT 1A,NA,Austin,Texas,United States
2808 THRESH RD Unit 1A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME - BLDG #1 DUPLEX. UNIT #1A:TYPE 2 (A1) 1 BED 1 BATH. UNIT #1B: TYPE 2 (B0) 2 BED 2 BATH.,2025-04-09,2,1,2808 THRESH RD UNIT 1A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13497916,2808 THRESH ROAD UNIT 1A,NA,Austin,Texas,United States
6008 ADHARA PASS,New Condo - with 5 bedrooms 6 bathrooms covered patio on 1st and 2nd floor covered porch with 3 car garage. Building height 24 1-1/8. Maximum height 30. Required FFE: 1073.15-above MSL. Site Plan# SP-202-167086 Site Plan# SP-2020-0388C. Expiration Date: N/A,2025-04-22,1,2,6008 ADHARA PASS,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13502449,6008 ADHARA PASS,NA,Austin,Texas,United States
4412 S 1ST ST BLDG 2,Building 2:  New Construction of detached 2-story residence 3 bedroom 3.5 bath 1-car carport. Part of 3-unit use.,2025-04-15,1,2,4412 S 1ST ST BLDG 2,78745,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498470,4412 SOUTH 1ST STREET BLDG 2,NA,Austin,Texas,United States
2802 THRESH RD UNIT A,NEW CONDO REGIME - DUPLEX UNIT #A TYPE 4 (C1) 3 BED 2 BATH,2025-04-07,1,2,2802 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13493699,2802 THRESH ROAD UNIT A,NA,Austin,Texas,United States
2802 THRESH RD UNIT B,NEW CONDO REGIME - DUPLEX UNIT #B TYPE 4 (C1.1) 3 BED 2 BATH,2025-04-07,1,2,2802 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13493700,2802 THRESH ROAD UNIT B,NA,Austin,Texas,United States
2705 STRATFORD DR,New construction of an 2-story single family residence with 4 bedroom  3.5 bathroom   wetbar screened porch. 3-car garage is attached via covered outdoor stairwell & breezway.,2025-04-04,1,2,2705 STRATFORD DR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13495874,2705 STRATFORD DRIVE,NA,Austin,Texas,United States
3102 FONTANA DR BLDG 1 UNIT 1B,Duplex Unit B Two Story Dwelling with carport,2025-04-10,2,2,3102 FONTANA DR BLDG 1 UNIT 1B,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13483442,3102 FONTANA DRIVE BLDG 1 UNIT 1B,NA,Austin,Texas,United States
7813 TEXAS PLUME RD,New construction of 2 story SFR,2025-04-15,1,2,7813 TEXAS PLUME RD,78759,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13497333,7813 TEXAS PLUME ROAD,NA,Austin,Texas,United States
2806 RANCHERO RD UNIT B,NEW CONDO REGIME - DUPLEX UNIT #B TYPE 3 (B0.1) 2 BED 2 BATH,2025-03-31,1,1,2806 RANCHERO RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491820,2806 RANCHERO ROAD UNIT B,NA,Austin,Texas,United States
6006 MOONDUST LN,New SFR condo w/ 5 bedrooms 5.5 bathrooms covered patio and attached garage.,2025-04-14,1,2,6006 MOONDUST LN,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13500004,6006 MOONDUST LANE,NA,Austin,Texas,United States
2801 THRESH RD UNIT B,NEW CONDO REGIME - DUPLEX  UNIT #B TYPE 1 (A1) 1 BED 1 BATH,2025-03-28,1,1,2801 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491651,2801 THRESH ROAD UNIT B,NA,Austin,Texas,United States
10906 BELL FARM RD UNIT B,NEW CONDO REGIME - DUPLEX UNIT #B TYPE 3 (B0.1) 2 BED 2 BATH,2025-03-31,1,1,10906 BELL FARM RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13492686,10906 BELL FARM ROAD UNIT B,NA,Austin,Texas,United States
1176 OAK GROVE AVE,Expedited Review - New Construction of a 2-Story Single Family Res. [3bed 2.5bath] with attached 1-car Garage,2025-04-03,1,2,1176 OAK GROVE AVE,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12949827,1176 OAK GROVE AVE,NA,Austin,Texas,United States
52 NAVASOTA ST--BLDG 2,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 2.5bath] with attached Carport. 52 Navasota Bldg 2,2025-04-23,1,3,52 NAVASOTA ST BLDG 2,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13494556,52 NAVASOTA STREET BLDG 2,NA,Austin,Texas,United States
2801 THRESH RD UNIT A,NEW CONDO REGIME - DUPLEX UNIT #A  TYPE 1 (A1.1) 1 BED 1 BATH,2025-03-28,1,1,2801 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491650,2801 THRESH ROAD UNIT A,NA,Austin,Texas,United States
11002 BELL FARM RD UNIT A,NEW CONDO REGIME -  DUPLEX UNIT #A  TYPE 1 (A1.1) 1 BED 1 BATH,2025-03-31,1,1,11002 BELL FARM RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13492699,11002 BELL FARM ROAD UNIT A,NA,Austin,Texas,United States
1303 SNOWY FOX CT,Building 1303 Snowy Fox Ct New 2 unit 3 story  2/2.5,2025-04-18,2,3,1303 SNOWY FOX CT,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13489718,1303 SNOWY FOX CT,NA,Austin,Texas,United States
10905 BELL FARM RD UNIT A,NEW CONDO REGIME - DUPLEX UNIT #A TYPE 3 (B0.1) 2 BED 2 BATH,2025-04-29,2,1,10905 BELL FARM RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13509673,10905 BELL FARM ROAD UNIT A,NA,Austin,Texas,United States
3102 FONTANA DR BLDG 1 UNIT 1A,Unit A1 New two-story duplex and new three-story SFR with covered parking/patios *HOME AMENDMENT* 3/2.5 Carport,2025-04-10,2,2,3102 FONTANA DR BLDG 1 UNIT 1A,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13483441,3102 FONTANA DRIVE BLDG 1 UNIT 1A,NA,Austin,Texas,United States
3309 LARRY LN BLDG 1,New 2-story 3 bedroom 2.5 bathroom dwelling unit with attached carport covered front porch and rear covered patio.,2025-04-18,1,2,3309 LARRY LN BLDG 1,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13501883,3309 LARRY LANE BLDG 1,NA,Austin,Texas,United States
1102 CHARLOTTE ST,"Expedited Review: New Construction of a 2-Story Single Family Res [4bed 4bath] with attached 1-Car Garage and habitable basement

EDIT LS 11/7/25 HABITABLE ATTIC NO BASEMENT",2025-04-25,1,2,1102 CHARLOTTE ST,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13180641,1102 CHARLOTTE STREET,NA,Austin,Texas,United States
1802 RALEIGH AVE,New construction of a 3-Story Single Family Res. [5bed 5.5bath] with Habitable Attic attached Garage/Carport.,2025-03-26,1,3,1802 RALEIGH AVE,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13490233,1802 RALEIGH AVE,NA,Austin,Texas,United States
2807 RANCHERO RD UNIT B,NEW CONDO REGIME -  DUPLEX UNIT #B TYPE 1 (A1) 1 BED 1 BATH,2025-04-29,2,1,2807 RANCHERO RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13509648,2807 RANCHERO ROAD UNIT B,NA,Austin,Texas,United States
2706 RANCHERO RD UNIT 3A,NEW CONDO REGIME - BLDG #3  DUPLEX UNIT #3A : TYPE 2 (BO) 2 BED 2 BATH,2025-04-11,2,1,2706 RANCHERO RD UNIT 3A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13499513,2706 RANCHERO ROAD UNIT 3A,NA,Austin,Texas,United States
11103 CROSSBEAM DR UNIT A,NEW CONDO REGIME -DUPLEX UNIT #A TYPE 4 (C1.1) 3 BED 2 BATH,2025-03-31,1,2,11103 CROSSBEAM DR UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491937,11103 CROSSBEAM DRIVE UNIT A,NA,Austin,Texas,United States
3309 LARRY LN BLDG 2,New 2-story 3 bedroom 2.5 bathroom dwelling unit with covered porches.,2025-04-18,1,2,3309 LARRY LN BLDG 2,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13501884,3309 LARRY LANE BLDG 2,NA,Austin,Texas,United States
11107 BELL FARM RD Unit A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME -  DUPLEX UNIT #A TYPE 1 (A1.1) 1 BED 1 BATH UNIT#B TYPE 2 (A1) 1 BED 1 BATH,2025-04-09,2,1,11107 BELL FARM RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498718,11107 BELL FARM ROAD UNIT A,NA,Austin,Texas,United States
2708 RANCHERO RD UNIT 3B,NEW CONDO REGIME -BLDG #3 DUPLEX UNIT #3B TYPE 2 (B0) 2 BED 2 BATH.,2025-04-11,2,1,2708 RANCHERO RD UNIT 3B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13499546,2708 RANCHERO ROAD UNIT 3B,NA,Austin,Texas,United States
11104 CROSSBEAM DRIVE Unit 3B,NEW CONDO REGIME - BLDG #3  DUPLEX UNIT #3A  TYPE 3 (B0.1) 2 BED 2 BATH UNIT #3B TYPE 3 (B0) 2 BED 2 BATH,2025-04-17,2,1,11104 CROSSBEAM DR UNIT 3B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13501598,11104 CROSSBEAM DRIVE UNIT 3B,NA,Austin,Texas,United States
2708 THRESH RD UNIT B,NEW CONDO REGIME - DUPLEX UNIT #A TYPE 4 (C1)3 BED 3 BATH  UNIT #B TYPE 4 (C1.1) 3 BED 2 BATH,2025-04-11,2,2,2708 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13499068,2708 THRESH ROAD UNIT B,NA,Austin,Texas,United States
6002 SILENT NOVA VW,New construction of SFR Condo with 5 beds 6ths covered rear porch patio and deck 3 car garage,2025-04-22,1,2,6002 SILENT NOVA VW,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13503119,6002 SILENT NOVA VW,NA,Austin,Texas,United States
4308 HANK AVE BLDG 2,"ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath] with attached 
Carport. Bldg 2",2025-04-14,1,3,4308 HANK AVE BLDG 2,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13479674,4308 HANK AVE BLDG 2,NA,Austin,Texas,United States
11104 CROSSBEAM DR UNIT 3A,NEW CONDO REGIME - BLDG #3  DUPLEX UNIT #3A  TYPE 3 (B0.1) 2 BED 2 BATH UNIT #3B TYPE 3 (B0) 2 BED 2 BATH,2025-04-17,2,1,11104 CROSSBEAM DR UNIT 3A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13501597,11104 CROSSBEAM DRIVE UNIT 3A,NA,Austin,Texas,United States
2706 THRESH RD Unit A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME -  DUPLEX UNIT #A TYPE 4 (C1.1) 2 BED 2 BATH  UNIT #B TYPE 4 (C1) 3 BED 2 BATH,2025-04-09,2,2,2706 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13497877,2706 THRESH ROAD UNIT A,NA,Austin,Texas,United States
2807 THRESH RD UNIT A,NEW CONDO REGIME  DUPLEX. UNIT #A: TYPE 2 (B0) 2 BED 2 BATH.,2025-03-31,1,1,2807 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491742,2807 THRESH ROAD UNIT A,NA,Austin,Texas,United States
2420 DREW LN BLDG 3,Bldg 3: New construction of a 2-story detached residence  with 2 bedroom 2.5 bathroom 1 car garage Part of 3 unit use.,2025-04-30,1,2,2420 DREW LN BLDG 3,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13510403,2420 DREW LANE BLDG 3,NA,Austin,Texas,United States
1609 CANTERBURY ST--UNIT 2B,ePlan: Residential Expedited Review - New construction of a 3-Story Duplex [2bed 2.5bath] with attached Carport. Unit 2B,2025-04-02,1,3,1609 CANTERBURY ST UNIT 2B,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13479391,1609 CANTERBURY STREET UNIT 2B,NA,Austin,Texas,United States
4308 HANK AVE BLDG 3,"ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath] with attached 
Carport. Bldg 3",2025-04-14,1,3,4308 HANK AVE BLDG 3,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13479676,4308 HANK AVE BLDG 3,NA,Austin,Texas,United States
1104 FIESTA ST--BLDG 1,Bldg #1 New 2-Story dwelling unit 4 Bed/3 Bath attached garage covered porch (Two-Unit property use),2025-04-16,1,2,1104 FIESTA ST BLDG 1,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13388074,1104 FIESTA STREET BLDG 1,NA,Austin,Texas,United States
2703 THRESH RD UNIT B,NEW CONDO REGIME - DUPLEX Unit #B TYPE 3 (B0) 2 BED 2 BATH,2025-03-31,1,1,2703 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491965,2703 THRESH ROAD UNIT B,NA,Austin,Texas,United States
79 ST STEPHENS SCHOOL RD,ePlan: Residential Expedited Review - New 2-story Single Family Residential [4bed 6bath] with attached garage and basement.,2025-04-23,1,2,79 ST STEPHENS SCHOOL RD,78746,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13505009,79 STREET SCHOOL ROAD, STEPHENS,Austin,Texas,United States
11105 BELL FARM RD UNIT B,NEW CONDO REGIME - DUPLEX. UNIT #A: TYPE 3 (B0.1) 2 BED 2 BATH. UNIT #B: TYPE 3 (B0) 2 BED 2 BATH.,2025-04-11,2,1,11105 BELL FARM RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13499160,11105 BELL FARM ROAD UNIT B,NA,Austin,Texas,United States
2409 E 11TH ST--BLDG 1,ePlan: Residential Expedited Review - New construction of a TWO-UNIT RES. UNIT 1 2-Story [3bed 2.5bath] with attached Garage,2025-04-21,1,2,2409 E 11TH ST BLDG 1,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13500010,2409 EAST 11TH STREET BLDG 1,NA,Austin,Texas,United States
11107 BELL FARM RD UNIT B,NEW CONDO REGIME -  DUPLEX UNIT #A TYPE 1 (A1.1) 1 BED 1 BATH UNIT#B TYPE 2 (A1) 1 BED 1 BATH,2025-04-11,2,1,11107 BELL FARM RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498865,11107 BELL FARM ROAD UNIT B,NA,Austin,Texas,United States
2414 DREW LN BLDG 4,Building 4   New construction of 2 story residence with  3 bedroom 2.5 bath.  Part of 3 unit use.  Four properties sharing a driveway each w/ three units.,2025-04-09,1,2,2414 DREW LN BLDG 4,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498426,2414 DREW LANE BLDG 4,NA,Austin,Texas,United States
4422 HANK AVE,BLDG 2: middle residence New 2 story detached residence with 2 bedroom 2.5 bathroom. Part of 3-unit use.,2025-04-18,1,2,4422 HANK AVE,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13503004,4422 HANK AVE,NA,Austin,Texas,United States
13204 STABLER DR,Randall. 3314 C Right New - SFR CONDOMINIUM w/ 3 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 683.84 Site Plan: SP-2021-0328C Site Plan EXP.: 01/09/27 Max Bld height: 30 -9 Actual Bld height: 30-9 required parking: 2.,2025-04-21,1,2,13204 STABLER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13502661,13204 STABLER DRIVE,NA,Austin,Texas,United States
4903 HILLDALE DR,New construction of 1 story SFR,2025-04-07,1,1,4903 HILLDALE DR,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491145,4903 HILLDALE DRIVE,NA,Austin,Texas,United States
1208 BRENTWOOD ST BLDG 1,Bldg 1 (west building) : New 2-Story [4 bed 4 bath] detached residence with attached 1-car Garage.  Part of two-unit use. driveway & sidewalk permit included,2025-04-30,1,2,1208 BRENTWOOD ST BLDG 1,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13354103,1208 BRENTWOOD STREET BLDG 1,NA,Austin,Texas,United States
13208 STABLER DR,Dexter 3317 B Right New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 3 bathrooms attached 2 car garage covered entry porch and patio FFE: 682.38 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 28 Actual Bld height: 27-6 required parking: 2.,2025-04-28,1,2,13208 STABLER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13504310,13208 STABLER DRIVE,NA,Austin,Texas,United States
11102 CROSSBEAM DR UNIT 2A,NEW CONDO REGIME - BLDG #2 DUPLEX. UNIT #2A: TYPE 2 (B0) 2 BED 2 BATH. UNIT #2B: TYPE 2 (A1) 1 BED 1 BATH,2025-04-17,2,1,11102 CROSSBEAM DR UNIT 2A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13501562,11102 CROSSBEAM DRIVE UNIT 2A,NA,Austin,Texas,United States
2706 THRESH RD UNIT B,NEW CONDO REGIME -  DUPLEX UNIT #A TYPE 4 (C1.1) 2 BED 2 BATH  UNIT #B TYPE 4 (C1) 3 BED 2 BATH,2025-04-11,2,2,2706 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498929,2706 THRESH ROAD UNIT B,NA,Austin,Texas,United States
1804 WEBBERVILLE RD UNIT A,ePlan: Residential Expedited Review - New construction of a THREE-UNIT RES. UNIT A 2-Story [3bed 1.5bath],2025-04-16,1,2,1804 WEBBERVILLE RD UNIT A,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13468835,1804 WEBBERVILLE ROAD UNIT A,NA,Austin,Texas,United States
2805 THRESH RD UNIT A,NEW CONDO REGIME - DUPLEX UNIT #A TYPE 3 (B0.1) 2 BED 2 BATH,2025-03-31,1,1,2805 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491714,2805 THRESH ROAD UNIT A,NA,Austin,Texas,United States
11103 BELL FARM RD Unit A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME -  UNIT #702 DUPLEX UNIT #A TYPE 1 (A1.1) 1 BED 1 BATH UNIT #B TYPE 1 (A1) 1 BED 1 BATH,2025-04-09,2,1,11103 BELL FARM RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498646,11103 BELL FARM ROAD UNIT A,NA,Austin,Texas,United States
2707 THRESH RD UNIT B,NEW CONDO REGIME -  DUPLEX  UNIT #B TYPE 4 (C1)  3 BED 2 BATH,2025-03-31,1,2,2707 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491982,2707 THRESH ROAD UNIT B,NA,Austin,Texas,United States
11103 BELL FARM RD UNIT B,NEW CONDO REGIME -  UNIT #702 DUPLEX UNIT #A TYPE 1 (A1.1) 1 BED 1 BATH UNIT #B TYPE 1 (A1) 1 BED 1 BATH,2025-04-11,2,1,11103 BELL FARM RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13499706,11103 BELL FARM ROAD UNIT B,NA,Austin,Texas,United States
2700 THRESH RD Unit A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME - DUPLEX UNIT #A  TYPE 1 (A1) 1 BED 1 BATH  UNIT #B TYPE 1 9 (A1.1)1 BED 1 BATH,2025-04-09,2,1,2700 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13497713,2700 THRESH ROAD UNIT A,NA,Austin,Texas,United States
11105 CROSSBEAM DR UNIT A,NEW CONDO REGIME -DUPLEX UNIT #A TYPE 1 (A1) 1 BED 1 BATH,2025-03-28,1,1,11105 CROSSBEAM DR UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491674,11105 CROSSBEAM DRIVE UNIT A,NA,Austin,Texas,United States
1609 CANTERBURY ST--BLDG 1,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 5.5bath] with attached Carport. Bldg 1,2025-04-02,1,3,1609 CANTERBURY ST BLDG 1,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13479389,1609 CANTERBURY STREET BLDG 1,NA,Austin,Texas,United States
2103 S L DAVIS AVE--UNIT 2A (LEFT),ePlan: Residential Expedited Review - New construction of a 3-Story Duplex [3bed 3bath] with attached Carport. Unit 2A,2025-04-03,1,3,2103 S L DAVIS AVE UNIT 2A,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13490049,2103 SOUTH L DAVIS AVE UNIT 2A,NA,Austin,Texas,United States
2704 THRESH RD Unit A *VOLUME BUILDER- CONDO DUPLEX*,NEW CONDO REGIME - DUPLEX UNIT #A TYPE 1 (A1) 1 BED 1 BATH  UNIT #B TYPE 1 (A1.1) 1 BED 1 BATH,2025-04-09,2,1,2704 THRESH RD UNIT A,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13497839,2704 THRESH ROAD UNIT A,NA,Austin,Texas,United States
13211 STABLER DR,Brahman 3318 A Left New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 682.34 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 28-10 Actual Bld height: 28-10 required parking: 2.,2025-04-28,1,2,13211 STABLER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13507136,13211 STABLER DRIVE,NA,Austin,Texas,United States
2409 E 11TH ST--BLDG 2,ePlan: Residential Expedited Review - New construction of a TWO-UNIT RES. UNIT 2 2-Story [2bed 2.5bath] with attached Carport,2025-04-21,1,2,2409 E 11TH ST BLDG 2,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13500011,2409 EAST 11TH STREET BLDG 2,NA,Austin,Texas,United States
13206 STABLER DR,Highland 3313 C Right New - 1 Story SFR CONDOMINUM w/ 4 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio FFE: 682.61 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 26 Actual Bld height: 25-5 required parking: 2.,2025-04-28,1,1,13206 STABLER DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13504278,13206 STABLER DRIVE,NA,Austin,Texas,United States
2414 DREW LN BLDG 2,Building 2  frontmost west building New construction of 2 story residence with 1-car garage 3 bedroom 2.5 bath.  Part of 3 unit use.  Four properties each w/ three units sharing a driveway.,2025-04-09,1,2,2414 DREW LN BLDG 2,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13498425,2414 DREW LANE BLDG 2,NA,Austin,Texas,United States
2805 THRESH RD UNIT B,NEW CONDO REGIME - DUPLEX UNIT #B TYPE 3 (B0) 2 BED 2 BATH,2025-03-31,1,1,2805 THRESH RD UNIT B,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13491715,2805 THRESH ROAD UNIT B,NA,Austin,Texas,United States
