"","project_name","description","clean_address","geocodio_latitude","geocodio_longitude"
"1026","809 JOHNNY LIMON WAY","New Construction of 3 Story Duplex Condo

(809 Johnny Limon Way)","809 JOHNNY LIMON WAY",30.25281,-97.687718
"1027","801 JOHNNY LIMON WAY","New Construction of 3 Story Duplex Condo (3 beds 3 baths covered patio)

(801 Johnny Limon Way)","801 JOHNNY LIMON WAY",30.252482,-97.687756
"1028","811 JOHNNY LIMON WAY","New Construction of 3 Story Duplex Condo

811 Johnny Limon Way","811 JOHNNY LIMON WAY",30.252873,-97.687714
"1029","13395 BULLICK HOLLOW RD","ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4bed 4.5bath] with Attached Garage","13395 BULLICK HOLLOW ROAD",30.427924,-97.873028
"1030","807 JOHNNY LIMON WAY","New Construction of 3 Story Duplex Condo Unit A - 2 beds 2.5 baths covered porch

(807 Johnny limon)","807 JOHNNY LIMON WAY",30.252709,-97.687735
"1031","819 JOHNNY LIMON WAY","819 New Construction of a 3 Story Duplex Condo","819 JOHNNY LIMON WAY",30.253133,-97.687693
"1032","1406 VARGAS RD BLDG 2","New single-story unit (1br/1ba) with attached covered patio and uncovered wood deck","1406 VARGAS ROAD BLDG 2",30.228434,-97.69813
"1033","9216 HAMADRYAS DR","PB: New construction of 2 story SFR","9216 HAMADRYAS DRIVE",30.144445,-97.708285
"1034","1820 W 10TH ST UNIT 2B","New 2-Story Duplex
Bldg 2 Unit B (2nd floor) New duplex unit 2 bed/2 bath with kitchen and living room","1820 WEST 10TH STREET UNIT 2B",30.281562,-97.764842
"1035","1820 W 10TH ST UNIT 2A","New 2-Story Duplex
Bldg 2 Unit A (1st floor) New duplex unit 1 bed/1 bath with kitchen living room and attached porch","1820 WEST 10TH STREET UNIT 2A",30.281562,-97.764842
"1036","5001 WESTVIEW DR","ePlan: Residential Expedited Review - New construction of a 2 story single family residence 4 bedroom 4.5 bathroom covered patio & uncovered wood deck  attached 2-car garage.","5001 WESTVIEW DRIVE",30.335268,-97.765422
"1037","1301 SWEET BARK ST","New constuction of a 2-story single family dwelling in a condo regime. 3 bedroom 2.5 bath extended covered patio attached 2-car garage","1301 SWEET BARK STREET",30.186512,-97.807538
"1038","906 RUTH AVE BLDG 1","ePlan: Residential Expedited Review - New THREE UNIT RES.
New construction of a 3-Story Single Family Res. [4bed 5bath] with Attached Carport","906 RUTH AVE BLDG 1",30.335935,-97.722573
"1039","906 RUTH AVE BLDG 2","ePlan: Residential Expedited Review - New THREE UNIT RES.
New construction of a 3-Story Single Family Res. [4bed 4.5bath] with Attached Carport","906 RUTH AVE BLDG 2",30.335935,-97.722573
"1040","906 RUTH AVE BLDG 3","ePlan: Residential Expedited Review - New THREE UNIT RES.
New construction of a 3-Story Single Family Res. [1bed 2bath]","906 RUTH AVE BLDG 3",30.335935,-97.722573
"1041","1407 SWEET BARK ST","New 2-story 3 bedroom 2.5 bathroom single family condo with attached garage covered front porch and rear covered patio.","1407 SWEET BARK STREET",30.186464,-97.809073
"1042","603 E 49TH ST","New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch covered rear patio. uncovered wood deck and 2nd floor balcony.","603 EAST 49TH STREET",30.311232,-97.719892
"1043","9116 BOATHOUSE DR","New SFR 1- Story 4 bedroom 3 bath with attached 2-car garage covered front porch and covered rear patio

PUD","9116 BOATHOUSE DRIVE",30.145654,-97.708771
"1044","1809 MARGARET ST","Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 5.5bath] with Basement outdoor kitchen and attached Carport.","1809 MARGARET STREET",30.257397,-97.768241
"1045","2608 PARK VIEW DR","ePlan: Residential Expedited Review -- New construction of a 2-Story Single Family Res. [5 bed 4.5 bath]  Attached Garage","2608 PARK VIEW DRIVE",30.344739,-97.74211
"1046","4515 GILLIS ST","Addition to existing 1-story single-family residential to include: new 2 bedroom 1 bath with covered front porch extension covered rear porch and 13 sqft for refrigerator alcove. Retroactively permitting existing 1-story 2-unit use single-family residential studio space with full bath and covered front wood deck.","4515 GILLIS STREET",30.222971,-97.784232
"1047","8519 DONGAN DR","New construction single-family residential 1-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio.","8519 DONGAN DRIVE",30.14039,-97.713782
"1048","4413 BANISTER LN UNIT 203","Unit 203 Bldg 2: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 203",30.224546,-97.781257
"1049","4413 BANISTER LN UNIT 201","ePlan: Residential Expedited Review - New THREE UNIT RES.
Unit 201 Bldg 2:  New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 201",30.224546,-97.781257
"1050","4413 BANISTER LN UNIT 301","Unit 301 Bldg 3:  New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 301",30.224546,-97.781257
"1051","4413 BANISTER LN UNIT 102","Unit 102 Bldg 1: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 102",30.224546,-97.781257
"1052","4413 BANISTER LN UNIT 101","Unit 101 Bldg 1: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 101",30.224546,-97.781257
"1053","4413 BANISTER LN UNIT 302","Unit 302 Bldg 3:New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 302",30.224546,-97.781257
"1054","4413 BANISTER LN UNIT 202","Unit 202 Bldg 2:New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 202",30.224546,-97.781257
"1055","4413 BANISTER LN UNIT 103","Unit 103 Bldg 1: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 103",30.224546,-97.781257
"1056","4413 BANISTER LN UNIT 303","Unit 303 Bldg 3: New 3-story townhome with 3 bedroom 3.5 bathroom balcony attached 2-car carport.  Part of 3-unit townhome building in 3-unit use.  (9 units on 3 properties sharing 1-driveway utilizing a flag-lot configuration)","4413 BANISTER LANE UNIT 303",30.224546,-97.781257
"1057","2002 GREENWOOD AVE BLDG 3","Building 3 New 3 Story Single Family House with attached carport","2002 GREENWOOD AVE BLDG 3",30.284772,-97.699031
"1058","1114 1/2 LINDEN ST--BLDG 1","BLDG 1: New 2 story SFR with attached garage covered front porch and covered rear patio. 3 bedroom 2.5 bathroom.","1114 1/2 LINDEN STREET BLDG 1",30.267331,-97.704212
"1059","2002 GREENWOOD AVE BLDG 2","Building 2 New 3 Story Single Family House with attached carport","2002 GREENWOOD AVE BLDG 2",30.284772,-97.699031
"1060","1114 1/2 LINDEN ST--BLDG 2","BLDG 2: New 2 story SFR with attached garage and covered front porch and covered rear patio. 3 bedroom 2.5 bathroom.","1114 1/2 LINDEN STREET BLDG 2",30.267331,-97.704212
"1061","2002 GREENWOOD AVE BLDG 1","Building 1 New 3 Story Single Family House with attached carport","2002 GREENWOOD AVE BLDG 1",30.284772,-97.699031
"1062","5203 1/2 AVENUE H","new constructions - construction of 2 story accessory dwelling unit rear of main house 2/2","5203 1/2 AVENUE H",30.315959,-97.719839
"1063","2426 HARTFORD RD","New two-story SFR (5br/4ba) with attached garage and covered patio","2426 HARTFORD ROAD",30.294658,-97.758508
"1064","1718 S 5TH ST","New 2-story ADU 1br/1bath w/garage covered porch and roof deck","1718 SOUTH 5TH STREET",30.249407,-97.761644
"1065","2706 ESTONIA PATH","New construction of SFR Condo with 3 beds 3.5 baths 2 car garage","2706 ESTONIA PATH",30.222243,-97.723088
"1066","1818 W ST JOHNS AVE BLDG 2","ePlan: Residential Expedited Review - New construction of a 1-Story Single Family Res. [1bed 1bath]. BLDG 2","1818 WEST STREET JOHNS AVE BLDG 2",30.345332,-97.731304
"1067","10116 CURB STRAP DR","New construction of 1 story SFR with 5 beds 2 baths attached garage covered porch and patio

PUD

Revision:
Plan revision to change the house plan from an X35CN to a T35CN","10116 CURB STRAP DRIVE",30.325882,-97.596124
"1068","1818 W ST JOHNS AVE BLDG 1","ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4bed 4bath]","1818 WEST STREET JOHNS AVE BLDG 1",30.345332,-97.731304
"1069","10120 CURB STRAP DR","New construction of 1 story SFR with 4 beds 2 baths attached garage covered porch and patio

PUD
Revision: Plan revision to change the house plan from an X35KM to a T35BM","10120 CURB STRAP DRIVE",30.32591,-97.595988
"1070","3105 MC ELROY DR","New 2-story single family residence 5 bed/4.5 bath with habitable attic attached garage covered porch covered porch and balcony","3105 MC ELROY DRIVE",30.356969,-97.742447
"1071","1108 S 5TH ST BLDG 2","Bldg 2: New detached dwelling unit  studio w/ 1 bathroom. Tiny home. Part of 3-unit use.","1108 SOUTH 5TH STREET BLDG 2",30.254763,-97.758167
"1072","1108 S 5TH ST UNIT 1A","ePlan: Residential Expedited Review - Bldg 1 Unit 1A:  New duplex unit. 3 bedroom 2.5 bath. Balconies & Terrace. Part of 3-unit use.","1108 SOUTH 5TH STREET UNIT 1A",30.254763,-97.758167
"1073","1108 S 5TH ST UNIT 1B","Bldg 1 Unit 1B: New duplex unit.  Basement level studio-apartment with 1 bathroom and deck. Part of 3-unit use.","1108 SOUTH 5TH STREET UNIT 1B",30.254763,-97.758167
"1074","3706 1/2 OAKMONT BLVD","3706 1/2 Oakmont Blvd: New 2-story residence with 2-car garage & second floor studio garage apartment 1 bathroom. Part of 2-unit use.","3706 1/2 OAKMONT BOULEVARD",30.310866,-97.754075
"1075","4208 BELLVUE AVE BLDG 2","New 2-story dwelling unit 1 bed/1 bath","4208 BELLVUE AVE BLDG 2",30.311551,-97.741746
"1076","1605 VALERIA ST","Building 3 3 Story SFR with attached garage and covered patio","1605 VALERIA STREET",30.249448,-97.770495
"1077","4603 SHOALWOOD AVE","new construction - New 14x26 pier and beam addition to the back of the house.  Relocate overhead electric service.  New water supply and waste lines to city mains in Shoalwood Street.  New plumbing fixtures.  New roofing siding exerior doors & windows.  New interior finishes and cabinetry.  Relocate HVAC unit in attic. 


Revised: New construction on slab","4603 SHOALWOOD AVE",30.318586,-97.743905
"1078","9803 RIBELIN RANCH CT BLDG 34","New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 9-CB-L. This is a 2 Story building with height of 31-7 and 3129 square feet.","9803 RIBELIN RANCH CT BLDG 34",30.391205,-97.828986
"1079","2008 DE VERNE ST","ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4bed 4.5bath] with Habitable Attic Attached Carport.","2008 DE VERNE STREET",30.249049,-97.777109
"1080","203 W APPLEGATE DR","New construction of 2 story SFR","203 WEST APPLEGATE DRIVE",30.371682,-97.687678
"1081","5610 FORKS RD","New construction of 2 story SFR Condo with 2 bedrooms 2.5 baths and an attached 2-car garage 

PUD","5610 FORKS ROAD",30.149088,-97.75334
"1082","9803 RIBELIN RANCH CT BLDG 33","New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 12-DB-R. This is a 3 Story building with height of 38-6 and 3405 square feet.","9803 RIBELIN RANCH CT BLDG 33",30.391205,-97.828986
"1083","9803 RIBELIN RANCH CT BLDG 23","New construction of single building based on Volume Builder Approved (2024-067871 VB) Plan 2-AA-R. This is a 2 Story building with height of 30-9 and 3801 square feet.","9803 RIBELIN RANCH CT BLDG 23",30.391205,-97.828986
"1084","1900 W 37TH ST","1900 W 37th St:  New 2 story residence with 3 bedroom 3.5 bath & screened porch. Part of 2-unit use.

2/6/26 SM - For second unit. 3706 1/2 Oakmont Blvd: New 2-story residence with 2-car garage & second floor studio garage apartment 1 bathroom.","1900 WEST 37TH STREET",30.310704,-97.754143
"1085","1603 VALERIA ST","Building 2 3 Story SFR with attached garage and covered paito","1603 VALERIA STREET",30.249414,-97.770409
"1086","1307 SWEET BARK ST","New construction of a 2-story single family dwelling in a condo regime. 3 BEDROOM 2.5 BATH ATTACHED GARAGE","1307 SWEET BARK STREET",30.186531,-97.807908
"1087","7817 W SH 71 BLDG 10","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 10",30.243139,-97.883594
"1088","11628 LADERA VISTA DR","11626 Ladera Vista Dr: New 2-story detached residence 3 bedroom 2.5 bath 1-car garage.","11628 LADERA VISTA DRIVE",30.418295,-97.751749
"1089","7817 W SH 71 BLDG 7","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 7",30.243139,-97.883594
"1090","7004 WOODFORD WAY","New construction single-family residential 1-story 3 bedroom 2.5 bath with attached 2-car garage covered front porch and covered rear patio.","7004 WOODFORD WAY",30.147989,-97.729582
"1091","7817 W SH 71 BLDG 5","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 5",30.243139,-97.883594
"1092","1601 VALERIA ST","Building 1 3 Story SFR with attached garage and covered patio and Deck","1601 VALERIA STREET",30.249339,-97.770301
"1093","908 W MARY ST","New construction two-unit use: New construction single-family residential 2-story 3 bedroom 2.5 bath with attached 3-car garage covered front porch and covered rear porch.","908 WEST MARY STREET",30.248298,-97.761352
"1094","7817 W SH 71 BLDG 4","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 4",30.243139,-97.883594
"1095","2710 ESTONIA PATH","Site Plan Condo: Proposed construction of a 2446 sq foot single family residence with 3 bedrooms 3 1/2 bathrooms 2 car garage","2710 ESTONIA PATH",30.222126,-97.723172
"1096","7817 W SH 71 BLDG 6","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 6",30.243139,-97.883594
"1097","7817 W SH 71 BLDG 8","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 8",30.243139,-97.883594
"1098","11628 LADERA VISTA DR UNIT A","11628 Ladera Vista Dr Unit A: New 2-story duplex unit 3 bedroom 2.5 bath 1-car garage.","11628 LADERA VISTA DRIVE UNIT A",30.418295,-97.751749
"1099","908 W MARY ST","New construction two-unit use single-family residential 1-story studio with 1 bath and covered front porch.","908 WEST MARY STREET",30.248298,-97.761352
"1100","7012 WOODFORD WAY","New construction single-family residential 1-story 3 bedroom 2 bath with attached 2-car garage covered front porch and covered rear patio.","7012 WOODFORD WAY",30.148087,-97.729094
"1101","7817 W SH 71 BLDG 9","ePlan: Expedited Review - New Construction of Multi Family Townhouse Building.","7817 WEST SH 71 BLDG 9",30.243139,-97.883594
"1102","7100 WOODFORD WAY","New construction single-family residential 2-story 4 bedroom 3.5 bath with attached 2-car garage covered front porch and covered rear patio.","7100 WOODFORD WAY",30.148094,-97.728999
"1103","11628 LADERA VISTA DR UNIT B","11628 Ladera Vista Dr Unit B: New 2-story duplex unit 3 bedroom 2.5 bath 1-car garage.","11628 LADERA VISTA DRIVE UNIT B",30.418295,-97.751749
"1104","2708 ESTONIA PATH","Site Plan Condo: Proposed construction of 2518 sq ft single-family residence with 3 bedroom 3.5 bathrooms 2 car garage","2708 ESTONIA PATH",30.22219,-97.723128
"1105","9205 DINGO DR","New construction single-family residential two-story 4 bedroom 3 bath with attached 2-car garage covered front porch and covered rear patio.","9205 DINGO DRIVE",30.141147,-97.711019
"1106","5901 SILENT NOVA VW","New construction of SFR condo - 6 bedrooms 6.5 baths covered patio and porch covered front deck attached 3 car garage","5901 SILENT NOVA VW",30.382323,-97.842582
"1107","1300 MC KIE DR UNIT 33","Unit 33 building 3.  New two story condominium townhome residence covered porch 2 bedroom 2.5 bathroom.","1300 MC KIE DRIVE UNIT 33",30.330707,-97.692469
"1108","3804 TOWER VIEW CT BLDG 2","ePlan: Residential Expedited Review -New construction of a 2-Story Single Family Res. [3bed 2.5bath] with attached Garage. Bldg 2","3804 TOWER VIEW CT BLDG 2",30.288326,-97.7059
